InvoiceId,CustomerId,InvoiceNumber,SalesOrderNumber,InvoiceDate,InvoicedNetValue,InvoiceTaxValue,CretaedDate,LastModifiedDate
2692544,758555,1111503967,1111704040,2024-12-31 00:00:00.000,2485.50,497.10,2024-12-30 11:08:46.417,2024-12-30 17:27:06.137
2692577,758555,1111503968,1111703708,2024-12-31 00:00:00.000,2485.50,497.10,2024-12-30 11:10:20.687,2024-12-30 17:27:07.430
2692620,758555,1111503969,1111703774,2024-12-31 00:00:00.000,2485.50,497.10,2024-12-30 11:11:54.607,2024-12-30 17:27:07.817
2692653,758555,1111503970,1111703658,2024-12-31 00:00:00.000,4971.00,994.20,2024-12-30 11:13:24.027,2024-12-30 17:27:08.227
2692688,758555,1111503971,1111703675,2024-12-31 00:00:00.000,5761.00,1152.20,2024-12-30 11:15:12.033,2024-12-30 17:27:08.637
2692724,758555,1111503972,1111703667,2024-12-31 00:00:00.000,5366.00,1073.20,2024-12-30 11:17:10.340,2024-12-30 17:27:09.120
2692760,758555,1111503973,1111703712,2024-12-31 00:00:00.000,2880.50,576.10,2024-12-30 11:19:04.397,2024-12-30 17:27:09.493
2721273,130259,1111504173,1111703548,2025-01-02 00:00:00.000,1169.00,233.80,2025-01-02 10:53:19.420,2025-01-02 11:05:05.917
2743130,126260,1111504219,1111703698,2025-01-08 00:00:00.000,2269.00,0.00,2025-01-08 15:27:16.287,2025-01-08 17:32:01.530
2771238,2035013,1111900106,1111900106,2025-01-16 00:00:00.000,6170.45,1234.09,2025-01-16 11:02:26.023,2025-01-16 11:03:02.940
2860536,127190,1111504340,1111702881,2025-01-29 00:00:00.000,5739.00,1147.80,2025-01-29 10:08:12.260,2025-01-29 17:00:10.590
2910789,130259,1111504455,1111704535,2025-02-04 00:00:00.000,0.00,0.00,2025-02-04 17:16:23.890,2025-02-04 17:16:58.423
2943898,124865,1111900115,1111400060,2025-02-12 00:00:00.000,8800.00,1760.00,2025-02-12 16:35:52.507,2025-02-12 16:41:33.677
2947926,124865,1111504493,1111704315,2025-02-13 00:00:00.000,1113.00,222.60,2025-02-13 16:39:49.617,2025-02-13 16:48:06.193
2955969,2943231,1111504503,1111704675,2025-02-17 00:00:00.000,0.00,0.00,2025-02-17 09:59:51.750,2025-02-17 10:01:49.510
2692794,758555,1111503974,1111703842,2024-12-31 00:00:00.000,2485.50,497.10,2024-12-30 11:20:42.687,2024-12-30 17:27:09.917
2692827,758555,1111503975,1111703702,2024-12-31 00:00:00.000,2880.50,576.10,2024-12-30 11:22:30.777,2024-12-30 17:27:10.343
2692901,758555,1111503976,1111703230,2024-12-31 00:00:00.000,2485.50,497.10,2024-12-30 11:23:59.380,2024-12-30 17:27:11.020
2692954,758555,1111503977,1111703623,2024-12-31 00:00:00.000,2485.50,497.10,2024-12-30 11:25:41.813,2024-12-30 17:27:11.570
2693037,758555,1111503978,1111703913,2024-12-31 00:00:00.000,2485.50,497.10,2024-12-30 11:27:22.087,2024-12-30 17:27:11.900
2693110,758555,1111503979,1111703817,2024-12-31 00:00:00.000,4971.00,994.20,2024-12-30 11:28:58.957,2024-12-30 17:27:12.387
2693165,758555,1111503980,1111703839,2024-12-31 00:00:00.000,2485.50,497.10,2024-12-30 11:30:59.443,2024-12-30 17:27:12.700
2693218,758555,1111503981,1111703664,2024-12-31 00:00:00.000,4971.00,994.20,2024-12-30 11:33:09.813,2024-12-30 17:27:13.017
2693273,758555,1111503982,1111703346,2024-12-31 00:00:00.000,5366.00,1073.20,2024-12-30 11:35:11.457,2024-12-30 17:27:13.800
2693337,758555,1111503983,1111703942,2024-12-31 00:00:00.000,5366.00,1073.20,2024-12-30 11:36:43.960,2024-12-30 17:27:15.190
2693373,758555,1111503984,1111703474,2024-12-31 00:00:00.000,2485.50,497.10,2024-12-30 11:38:21.780,2024-12-30 17:27:15.493
2693406,758555,1111503985,1111703512,2024-12-31 00:00:00.000,2485.50,497.10,2024-12-30 11:40:13.027,2024-12-30 17:27:16.270
2693439,758555,1111503986,1111703780,2024-12-31 00:00:00.000,4971.00,994.20,2024-12-30 11:41:46.263,2024-12-30 17:27:17.307
2693472,758555,1111503987,1111703673,2024-12-31 00:00:00.000,790.00,158.00,2024-12-30 11:44:01.927,2024-12-30 17:27:18.517
2693493,758555,1111503988,1111703638,2024-12-31 00:00:00.000,2880.50,576.10,2024-12-30 11:46:26.240,2024-12-30 17:27:20.097
2693527,758555,1111503989,1111703641,2024-12-31 00:00:00.000,5761.00,1152.20,2024-12-30 11:48:16.427,2024-12-30 17:27:21.287
2693563,758555,1111503990,1111703527,2024-12-31 00:00:00.000,2485.50,497.10,2024-12-30 11:51:22.240,2024-12-30 17:27:22.133
2693596,758555,1111503991,1111703635,2024-12-31 00:00:00.000,2880.50,576.10,2024-12-30 11:53:00.370,2024-12-30 17:27:22.570
2693630,758555,1111503992,1111703820,2024-12-31 00:00:00.000,2485.50,497.10,2024-12-30 11:54:33.997,2024-12-30 17:27:23.200
2860660,2613396,1111504341,1111704444,2025-01-29 00:00:00.000,848.00,169.60,2025-01-29 10:15:28.377,2025-01-29 17:00:10.960
2947969,2862396,1111504494,1111704632,2025-02-13 00:00:00.000,340.00,68.00,2025-02-13 16:46:15.393,2025-02-13 16:48:06.800
3001100,127190,1111504588,1111704327,2025-02-25 00:00:00.000,600.00,120.00,2025-02-25 10:25:41.450,2025-02-25 15:02:07.897
2706167,758555,1111504093,1111703941,2024-12-31 00:00:00.000,1342.50,268.50,2024-12-30 20:14:21.127,2024-12-30 20:59:33.110
2706182,758555,1111504094,1111703947,2024-12-31 00:00:00.000,1790.00,358.00,2024-12-30 20:16:39.827,2024-12-30 20:59:33.270
2706197,758555,1111504095,1111703903,2024-12-31 00:00:00.000,1075.00,215.00,2024-12-30 20:19:05.603,2024-12-30 20:59:33.427
2706212,758555,1111504096,1111703672,2024-12-31 00:00:00.000,2687.50,537.50,2024-12-30 20:21:35.167,2024-12-30 20:59:33.583
2706228,758555,1111504097,1111703929,2024-12-31 00:00:00.000,1612.50,322.50,2024-12-30 20:23:17.750,2024-12-30 20:59:33.707
2860724,123284,1111504342,1111704051,2025-01-29 00:00:00.000,2210.00,442.00,2025-01-29 10:20:09.873,2025-01-29 17:00:11.247
3026261,758555,1111900126,1111900126,2025-02-28 00:00:00.000,25262.50,5052.50,2025-02-28 12:02:00.150,2025-02-28 12:03:44.777
3068762,134165,1111504733,1111704213,2025-03-06 00:00:00.000,34019.70,0.00,2025-03-06 10:30:36.663,2025-03-06 10:32:17.587
2706243,758555,1111504098,1111703569,2024-12-31 00:00:00.000,895.00,179.00,2024-12-30 20:25:26.047,2024-12-30 20:59:33.900
2706258,758555,1111504099,1111703828,2024-12-31 00:00:00.000,1075.00,215.00,2024-12-30 20:29:15.053,2024-12-30 20:59:34.023
2706273,758555,1111504100,1111703794,2024-12-31 00:00:00.000,2687.50,537.50,2024-12-30 20:32:46.803,2024-12-30 20:59:34.150
2706288,758555,1111504101,1111704042,2024-12-31 00:00:00.000,1075.00,215.00,2024-12-30 20:34:44.367,2024-12-30 20:59:34.277
3069152,134165,1111504734,1111704369,2025-03-06 00:00:00.000,2726.50,0.00,2025-03-06 10:49:35.433,2025-03-06 10:50:31.417
3105958,127190,1111504796,1111704915,2025-03-13 00:00:00.000,0.00,0.00,2025-03-13 11:59:17.137,2025-03-13 11:59:55.233
3112209,137513,1111504800,1111704873,2025-03-14 00:00:00.000,0.00,0.00,2025-03-14 11:58:55.423,2025-03-14 11:59:24.937
3117097,130259,1111504802,1111704867,2025-03-17 00:00:00.000,0.00,0.00,2025-03-17 09:38:57.640,2025-03-17 09:39:26.803
3126454,134165,1111504807,1111704856,2025-03-18 00:00:00.000,192.00,0.00,2025-03-18 17:00:37.193,2025-03-18 17:01:12.110
3129405,126167,1111504810,1111703886,2025-03-19 00:00:00.000,0.00,0.00,2025-03-19 11:09:07.080,2025-03-19 11:09:31.200
2693872,758555,1111503999,1111703783,2024-12-31 00:00:00.000,4971.00,994.20,2024-12-30 12:08:55.373,2024-12-30 17:27:29.643
2693907,758555,1111504000,1111703924,2024-12-31 00:00:00.000,5761.00,1152.20,2024-12-30 12:10:34.187,2024-12-30 17:27:30.430
2693943,758555,1111504001,1111703699,2024-12-31 00:00:00.000,2485.50,497.10,2024-12-30 12:12:05.337,2024-12-30 17:27:31.153
2693976,758555,1111504002,1111703771,2024-12-31 00:00:00.000,2485.50,497.10,2024-12-30 12:14:20.900,2024-12-30 17:27:32.090
2694019,758555,1111504003,1111703632,2024-12-31 00:00:00.000,2485.50,497.10,2024-12-30 13:04:55.407,2024-12-30 17:27:32.733
2694057,758555,1111504004,1111703681,2024-12-31 00:00:00.000,2485.50,497.10,2024-12-30 13:08:07.070,2024-12-30 17:27:33.320
2694090,758555,1111504005,1111703936,2024-12-31 00:00:00.000,4971.00,994.20,2024-12-30 13:09:49.213,2024-12-30 17:27:34.007
2694127,758555,1111504006,1111703786,2024-12-31 00:00:00.000,2880.50,576.10,2024-12-30 13:11:38.270,2024-12-30 17:27:34.613
2694161,758555,1111504007,1111703823,2024-12-31 00:00:00.000,2485.50,497.10,2024-12-30 13:13:12.700,2024-12-30 17:27:35.197
2694194,758555,1111504008,1111703836,2024-12-31 00:00:00.000,2485.50,497.10,2024-12-30 13:14:42.297,2024-12-30 17:27:35.877
2694247,758555,1111504009,1111703777,2024-12-31 00:00:00.000,2485.50,497.10,2024-12-30 13:16:41.820,2024-12-30 17:27:36.700
2694280,758555,1111504010,1111703829,2024-12-31 00:00:00.000,2485.50,497.10,2024-12-30 13:18:24.343,2024-12-30 17:27:37.310
2694313,758555,1111504011,1111703933,2024-12-31 00:00:00.000,4971.00,994.20,2024-12-30 13:23:56.003,2024-12-30 17:27:38.003
2694348,758555,1111504012,1111703895,2024-12-31 00:00:00.000,2485.50,497.10,2024-12-30 13:25:59.093,2024-12-30 17:27:38.533
2694381,758555,1111504013,1111703898,2024-12-31 00:00:00.000,2485.50,497.10,2024-12-30 13:27:58.977,2024-12-30 17:27:39.253
2694424,758555,1111504014,1111703832,2024-12-31 00:00:00.000,2485.50,497.10,2024-12-30 13:33:37.340,2024-12-30 17:27:39.783
2694457,758555,1111504015,1111704031,2024-12-31 00:00:00.000,2485.50,497.10,2024-12-30 13:35:10.820,2024-12-30 17:27:41.067
2694492,758555,1111504016,1111703930,2024-12-31 00:00:00.000,5761.00,1152.20,2024-12-30 13:37:10.470,2024-12-30 17:27:41.420
2694528,758555,1111504017,1111703910,2024-12-31 00:00:00.000,2485.50,497.10,2024-12-30 13:39:15.203,2024-12-30 17:27:41.867
2953589,2765578,1111504497,1111704622,2025-02-14 00:00:00.000,1540.00,308.00,2025-02-14 16:01:16.877,2025-02-14 16:02:31.370
3069278,134165,1111504735,1111704590,2025-03-06 00:00:00.000,644.44,0.00,2025-03-06 10:52:21.337,2025-03-06 10:52:52.563
3126510,134165,1111504808,1111704910,2025-03-18 00:00:00.000,9.88,0.00,2025-03-18 17:03:04.377,2025-03-18 17:03:58.903
3135642,136025,1111504835,1111703285,2025-03-20 00:00:00.000,1909.80,381.96,2025-03-20 11:51:25.823,2025-03-20 18:13:47.000
3148119,136025,1111504862,1111703312,2025-03-21 00:00:00.000,30784.80,6156.96,2025-03-21 14:32:15.827,2025-03-21 15:22:23.997
3171306,2459632,1111504918,1111704419,2025-03-27 00:00:00.000,0.00,0.00,2025-03-27 14:30:38.987,2025-03-27 14:31:00.567
3229881,127190,1111900130,1111400068,2025-04-02 00:00:00.000,33.00,6.60,2025-04-02 13:44:33.543,2025-04-02 13:45:48.937
2694561,758555,1111504018,1111703904,2024-12-31 00:00:00.000,2880.50,576.10,2024-12-30 13:40:56.873,2024-12-30 17:27:42.147
2694595,758555,1111504019,1111704034,2024-12-31 00:00:00.000,2485.50,497.10,2024-12-30 13:43:21.377,2024-12-30 17:27:42.473
2694628,758555,1111504020,1111704037,2024-12-31 00:00:00.000,2485.50,497.10,2024-12-30 13:44:59.707,2024-12-30 17:27:42.837
2694661,758555,1111504021,1111704025,2024-12-31 00:00:00.000,2485.50,497.10,2024-12-30 13:48:56.163,2024-12-30 17:27:43.170
2694718,758555,1111504022,1111703233,2024-12-31 00:00:00.000,889.08,177.82,2024-12-30 14:23:22.763,2024-12-30 17:27:43.420
2694755,758555,1111504023,1111703848,2024-12-31 00:00:00.000,1778.16,355.63,2024-12-30 14:27:39.790,2024-12-30 17:27:43.710
2694782,758555,1111504024,1111703893,2024-12-31 00:00:00.000,889.08,177.82,2024-12-30 14:29:29.633,2024-12-30 17:27:43.887
2694809,758555,1111504025,1111703890,2024-12-31 00:00:00.000,889.08,177.82,2024-12-30 14:31:19.320,2024-12-30 17:27:44.133
2694836,758555,1111504026,1111703940,2024-12-31 00:00:00.000,1778.16,355.63,2024-12-30 14:32:42.897,2024-12-30 17:27:44.560
2694863,758555,1111504027,1111703946,2024-12-31 00:00:00.000,2667.24,533.45,2024-12-30 14:34:12.813,2024-12-30 17:27:44.803
2694890,758555,1111504028,1111703902,2024-12-31 00:00:00.000,889.08,177.82,2024-12-30 14:35:33.050,2024-12-30 17:27:45.047
2694917,758555,1111504029,1111703671,2024-12-31 00:00:00.000,1778.16,355.63,2024-12-30 14:37:04.330,2024-12-30 17:27:45.270
2694944,758555,1111504030,1111703928,2024-12-31 00:00:00.000,1778.16,355.63,2024-12-30 14:38:37.793,2024-12-30 17:27:45.523
2694971,758555,1111504031,1111703568,2024-12-31 00:00:00.000,889.08,177.82,2024-12-30 14:40:01.730,2024-12-30 17:27:45.813
2695008,758555,1111504032,1111703827,2024-12-31 00:00:00.000,889.08,177.82,2024-12-30 14:44:55.580,2024-12-30 17:27:46.067
2695035,758555,1111504033,1111703793,2024-12-31 00:00:00.000,3556.32,711.26,2024-12-30 14:46:24.413,2024-12-30 17:27:46.353
2695062,758555,1111504034,1111704041,2024-12-31 00:00:00.000,889.08,177.82,2024-12-30 14:47:47.910,2024-12-30 17:27:46.600
2695094,758555,1111504035,1111703709,2024-12-31 00:00:00.000,889.08,177.82,2024-12-30 14:56:58.267,2024-12-30 17:27:46.900
2695131,758555,1111504036,1111703775,2024-12-31 00:00:00.000,889.08,177.82,2024-12-30 15:00:40.293,2024-12-30 17:27:47.170
3002350,127190,1111504589,1111704688,2025-02-25 00:00:00.000,1159.00,231.80,2025-02-25 11:12:56.473,2025-02-25 15:02:08.117
3082229,758555,1111504763,1111704860,2025-03-07 00:00:00.000,0.00,0.00,2025-03-07 17:07:03.860,2025-03-07 17:07:42.180
3135863,136025,1111504836,1111703286,2025-03-20 00:00:00.000,1909.80,381.96,2025-03-20 11:57:26.590,2025-03-20 18:13:48.980
3220156,758555,1111505001,1111702503,2025-04-01 00:00:00.000,1950.00,390.00,2025-04-01 09:39:07.200,2025-04-01 16:14:56.797
3238547,2773689,1111900131,1111900131,2025-04-03 00:00:00.000,925.20,0.00,2025-04-03 15:49:58.423,2025-04-03 15:52:17.807
3249857,968252,1111505012,1111505012,2025-04-08 00:00:00.000,4000.00,0.00,2025-04-08 14:17:41.350,2025-04-08 14:49:05.520
2695178,758555,1111504037,1111703659,2024-12-31 00:00:00.000,1778.16,355.63,2024-12-30 15:02:43.467,2024-12-30 17:27:47.387
2695215,758555,1111504038,1111703676,2024-12-31 00:00:00.000,1778.16,355.63,2024-12-30 15:05:13.853,2024-12-30 17:27:47.673
2695242,758555,1111504039,1111703668,2024-12-31 00:00:00.000,1778.16,355.63,2024-12-30 15:09:37.140,2024-12-30 17:27:47.940
2695269,758555,1111504040,1111703713,2024-12-31 00:00:00.000,889.08,177.82,2024-12-30 15:13:57.177,2024-12-30 17:27:48.177
2695296,758555,1111504041,1111703843,2024-12-31 00:00:00.000,889.08,177.82,2024-12-30 15:15:40.630,2024-12-30 17:27:48.457
2695323,758555,1111504042,1111703703,2024-12-31 00:00:00.000,889.08,177.82,2024-12-30 15:18:58.433,2024-12-30 17:27:48.853
2695360,758555,1111504043,1111703231,2024-12-31 00:00:00.000,889.08,177.82,2024-12-30 15:23:14.757,2024-12-30 17:27:49.150
2695387,758555,1111504044,1111703624,2024-12-31 00:00:00.000,889.08,177.82,2024-12-30 15:26:06.440,2024-12-30 17:27:49.550
2695414,758555,1111504045,1111703914,2024-12-31 00:00:00.000,889.08,177.82,2024-12-30 15:30:09.200,2024-12-30 17:27:49.850
2695441,758555,1111504046,1111703818,2024-12-31 00:00:00.000,1778.16,355.63,2024-12-30 15:33:06.780,2024-12-30 17:27:50.090
2695468,758555,1111504047,1111703840,2024-12-31 00:00:00.000,889.08,177.82,2024-12-30 15:35:57.923,2024-12-30 17:27:50.293
2695495,758555,1111504048,1111703665,2024-12-31 00:00:00.000,1778.16,355.63,2024-12-30 15:38:59.363,2024-12-30 17:27:50.503
2695522,758555,1111504049,1111703347,2024-12-31 00:00:00.000,1778.16,355.63,2024-12-30 15:47:20.227,2024-12-30 17:27:50.683
2695549,758555,1111504050,1111703943,2024-12-31 00:00:00.000,1778.16,355.63,2024-12-30 15:49:03.740,2024-12-30 17:27:51.100
2695576,758555,1111504051,1111703475,2024-12-31 00:00:00.000,889.08,177.82,2024-12-30 15:50:58.600,2024-12-30 17:27:51.303
2695603,758555,1111504052,1111703513,2024-12-31 00:00:00.000,889.08,177.82,2024-12-30 15:53:15.643,2024-12-30 17:27:51.523
2695630,758555,1111504053,1111703781,2024-12-31 00:00:00.000,1778.16,355.63,2024-12-30 15:55:47.287,2024-12-30 17:27:51.787
2695657,758555,1111504054,1111703639,2024-12-31 00:00:00.000,889.08,177.82,2024-12-30 15:58:11.443,2024-12-30 17:27:51.987
2695684,758555,1111504055,1111703642,2024-12-31 00:00:00.000,1778.16,355.63,2024-12-30 16:11:38.577,2024-12-30 17:27:52.427
3082309,758555,1111504764,1111704852,2025-03-07 00:00:00.000,0.00,0.00,2025-03-07 17:08:30.650,2025-03-07 17:08:55.457
3136094,136025,1111504837,1111703287,2025-03-20 00:00:00.000,1909.80,381.96,2025-03-20 12:00:01.253,2025-03-20 18:13:50.217
3221479,2035013,1111505002,1111505002,2025-04-01 00:00:00.000,695.00,139.00,2025-04-01 10:31:17.113,2025-04-01 16:14:57.883
3267891,2869720,1111900132,1111900132,2025-04-10 00:00:00.000,1000.00,200.00,2025-04-10 16:00:03.210,2025-04-10 16:03:12.087
776782,124865,1111500463,1111700330,2023-05-23 00:00:00.000,4056.00,811.20,2023-05-23 16:07:13.807,2023-05-23 16:36:30.370
776823,124865,1111500464,1111700487,2023-05-23 00:00:00.000,865.00,173.00,2023-05-23 16:16:04.730,2023-05-23 16:36:30.777
776852,124865,1111500465,1111700517,2023-05-23 00:00:00.000,300.00,60.00,2023-05-23 16:29:07.757,2023-05-23 16:36:30.963
777672,135746,1111500466,1111700639,2023-05-24 00:00:00.000,308.00,61.60,2023-05-24 10:22:23.637,2023-05-24 16:26:39.190
778292,758555,1111500467,1111500467,2023-05-24 00:00:00.000,9770.00,1954.00,2023-05-24 14:20:40.077,2023-05-24 16:26:39.673
778776,758555,1111500468,1111500468,2023-05-24 00:00:00.000,1200.00,240.00,2023-05-24 15:29:24.123,2023-05-24 16:26:39.830
778791,758555,1111500469,1111500469,2023-05-24 00:00:00.000,2970.00,594.00,2023-05-24 15:38:57.523,2023-05-24 16:26:40.017
778831,125237,1111500470,1111700691,2023-05-24 00:00:00.000,257.50,51.50,2023-05-24 15:51:50.843,2023-05-24 16:26:40.190
778877,134816,1111500471,1111700659,2023-05-24 00:00:00.000,662.50,132.50,2023-05-24 15:58:41.987,2023-05-24 16:26:40.393
780646,134165,1111500472,1111500472,2023-05-25 00:00:00.000,120000.00,0.00,2023-05-25 13:41:32.867,2023-05-26 14:55:35.710
780959,138536,1111500473,1111700706,2023-05-25 00:00:00.000,3118.00,623.60,2023-05-25 14:45:42.297,2023-05-26 14:55:36.070
781492,127190,1111500474,1111700656,2023-05-25 00:00:00.000,0.00,0.00,2023-05-25 14:54:09.177,2023-05-26 14:55:36.193
781525,132491,1111500475,1111700671,2023-05-25 00:00:00.000,0.00,0.00,2023-05-25 14:55:16.790,2023-05-26 14:55:36.333
781693,124214,1111500476,1111700690,2023-05-25 00:00:00.000,2701.00,540.20,2023-05-25 16:02:13.783,2023-05-26 14:55:36.880
782481,126167,1111500477,1111700731,2023-05-26 00:00:00.000,0.00,0.00,2023-05-26 09:07:20.953,2023-05-26 09:07:44.407
784128,132491,1111500478,1111700494,2023-05-26 00:00:00.000,623.00,124.60,2023-05-26 12:51:15.343,2023-05-26 14:55:37.070
784184,132491,1111500479,1111700495,2023-05-26 00:00:00.000,2357.00,471.40,2023-05-26 12:58:41.183,2023-05-26 14:55:37.240
784254,125795,1111500480,1111700573,2023-05-26 00:00:00.000,5010.00,0.00,2023-05-26 13:20:36.657,2023-05-26 13:22:13.217
784307,125795,1111500481,1111700573,2023-05-26 00:00:00.000,5010.00,0.00,2023-05-26 13:25:00.267,2023-05-26 14:55:37.523
784369,130259,1111500482,1111700715,2023-05-26 00:00:00.000,3037.00,607.40,2023-05-26 13:57:39.323,2023-05-26 14:55:37.693
784407,132491,1111500483,1111700720,2023-05-26 00:00:00.000,2295.00,459.00,2023-05-26 14:02:39.777,2023-05-26 14:55:37.867
788334,127190,1111500484,1111700507,2023-05-31 00:00:00.000,675.00,135.00,2023-05-31 10:52:36.830,2023-05-31 16:58:23.117
788731,133514,1111500485,1111700741,2023-05-31 00:00:00.000,0.00,0.00,2023-05-31 13:40:06.913,2023-05-31 13:40:32.303
788787,128027,1111500486,1111700739,2023-05-31 00:00:00.000,10991.84,0.00,2023-05-31 13:57:18.620,2023-05-31 16:58:23.757
788837,126632,1111500487,1111700735,2023-05-31 00:00:00.000,18300.00,0.00,2023-05-31 14:09:19.153,2023-05-31 16:58:24.070
